objectid,filename_og,,,,,final file type,,format-CAT,format-almost,format,filename,title,creator,mine,depth,date,description,subject,location,latitude,longitude,source,format original,format_og,type,identifier,language,rights,rightsstatement
cb112,chola-close-up.png,chola-close-up,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/chola-close-up.png,"Mary, A girl from the neighborhood",Nancy de los Santos,Nancy De Los Santos,,1970s,"Mary, the daughter of one of Nancy's friends, standing by a wall with graffiti in Pilsen. Nancy asked her to pose there after noticing the girl's pants matched the spraypaint.",1970s; Pilsen; chicago; Graffiti; Nancy de los Santos; Nancy de los Santos collection,,,,Nancy de los Santos,35mm slide,,35mm slide,1401_011_NDLSR_112714_578,,Nancy de los Santos,
cb278,class travels north article.png,class travels north article,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/class travels north article.png,Interim Class Travels North Article,David Flores,Carmen Tafolla,,2014-07-14,Newspaper article about a class Carmen Tafolla lead to Minnesota to do community action,1970s; 1974; Carmen tafolla; Minnesota; Tafolla archive,,,,Carmen Tafolla,Unknown,,image/jpeg,stitchedCT4.jpg,,David Flores,
cb276,college newsletter.png,college newsletter,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/college newsletter.png,"Texas Lutheran College, College Newsletter",Unknown,Carmen Tafolla,,2014-05-13,Newsletter announcing an upcoming art exhibit about the Mexican Revolution including poetry by Carmen Tafolla.,Carmen tafolla; texas lutheran college; 1975; Tafolla archive,,,,Carmen Tafolla,Unknown,,image/tiff,203CT_042514_031.tiff,,Unknown,
cb113,Copy of fast for justice.png,Copy of fast for justice,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of fast for justice.png,Fast for Justice Sign - Roberto Acuña,Nancy de los Santos,Nancy de los Santos,,1975,Roberto AcuÃ±a was a formworker and an UFW organizer in Milwaukee. He was interviewed for Studs Terkel's collection Working (Book One). The UFW Illinois Boycott was part of a nationwide series of boycotts that the United Farm Workers of America (UFW) spearheaded during the mid 1960s and 1970s. These boycotts alerted the national consumer of the grape and lettuce strikes that had erupted in California and other states. The main duty of all of the Chicago office was to enlist support for the strik,Roberto Acuña; UFW; chicago; boycott; Nancy de los Santos collection; 1970s; cpmr; Jewell; Farmworkers; 1975; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111014_01401_0011NDLSR_111114_270,,Nancy de los Santos,
cb114,Copy of fiesta drive inn.png,Copy of fiesta drive inn,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of fiesta drive inn.png,Fiesta Drive-in series - Nancy de los Santos running toward screen,Nancy de los Santos,Nancy de los Santos,,,Image of a woman at a drive-in cinema running from the camera towards the theater screen,Fiesta Drive-in; texas; Nancy de los Santos; car; cpmr; Nancy de los Santos collection; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111014_0089,,Nancy de los Santos,
cb115,Copy of five and dime.png,Copy of five and dime,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of five and dime.png,Man poses in front of five-and-dime,Nancy de los Santos,Nancy de los Santos,,,Black and white photograph of a man posing in front of a McCrory five-and-dime with others in the background,Nancy de los Santos collection; Nancy de los Santos; cpmr; 1970s; five-and-dime store; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111114_129,,Nancy de los Santos,
cb116,Copy of grandma.png,Copy of grandma,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of grandma.png,Photo series of Nancy de los Santos' Grandmother,Nancy de los Santos,Nancy de los Santos,,,Black and white portrait of Nancy's grandmother.,Nancy de los Santos collection; Nancy de los Santos; cpmr; portrait; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_011NDLSR_111114_204,,Nancy de los Santos,
cb117,Copy of jewel boycott.png,Copy of jewel boycott,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of jewel boycott.png,UFW protestors outside of a store during boycott 2,Nancy de los Santos,Nancy de los Santos,,,"Black and white photograph of protestors during the grape, lettuce, and wine boycott. They are marching outside of a store.",Nancy de los Santos collection; Nancy de los Santos; cpmr; chicago; Pilsen; 1970s; UFW; grapes; lettuce; wine; AFL-CIO; boycott; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111114_342,,Nancy de los Santos,
cb118,Copy of justice for farmworkes.png,Copy of justice for farmworkes,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of justice for farmworkes.png,Two women participating in the UFW boycott,Nancy de los Santos,Nancy de los Santos,,1975,"Signs read: Sisters of St. Francis of Assisi"" and ""Justice for Farmworkers"" Don't buy Grapes or Lettuce."" The UFW Illinois Boycott was part of a nationwide series of boycotts that the United Farm Workers of America (UFW) spearheaded during the mid 1960s and 1970s. These boycotts alerted the national consumer of the grape and lettuce strikes that had erupted in California and other states. The main duty of all of the Chicago office was to enlist support for the striking farm workers by soliciting",UFW; chicago; boycott; Nancy de los Santos collection; 1970s; cpmr; Jewell; Farmworkers; 1975; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111014_01401_0011NDLSR_111114_261,,Nancy de los Santos,
cb119,Copy of libertad.png,Copy of libertad,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of libertad.png,Photo of elderly Spanish couple,Nancy de los Santos,Nancy de los Santos,,,"Black and white photo of an unknown older coupld walking away from the camera, grafiti reads ""libertad""",Nancy de los Santos collection; Nancy de los Santos; cpmr; couple; 1970s; libertad; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111114_108,,Nancy de los Santos,
cb120,Copy of maxwell street chicago.png,Copy of maxwell street chicago,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of maxwell street chicago.png,"The Jewish neighborhood, Maxwell St. 1970s Chicago",Nancy de los Santos,Nancy de los Santos,,,"Black and white image of people walking down Maxwell St (also known as ""Jewtown"") in Chicago in the 1970s prior to gentrification",Maxwell St; Jewtown; Street; People; chicago; 1970s; cpmr; Nancy de los Santos collection; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111114_142,,Nancy de los Santos,
cb121,Copy of moonlight study.png,Copy of moonlight study,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of moonlight study.png,A man and woman in front of the ocean at night,Nancy de los Santos,Nancy de los Santos,,1970s,Black and white photo of a man and woman admiring the moon reflected in the ocean at night,Nancy de los Santos collection; Nancy de los Santos; cpmr; 1970s; ocean; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111114_115,,Nancy de los Santos,
cb122,Copy of morgan dueces - boys.png,Copy of morgan dueces - boys,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of morgan dueces - boys.png,Photograph of five members of the Morgan Duces,Nancy de los Santos,Nancy de los Santos,,1968,"Photograph of five members of the Morgan Duces [Blue Photo Album Collection], at Linda's party, December 1968",Morgan Duces Gang; Photograph; chicago; December 1968; cpmr; Nancy de los Santos collection; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111014_008,,Nancy de los Santos,
cb123,Copy of mujeres movie night.png,Copy of mujeres movie night,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of mujeres movie night.png,Mujeres movie night,Nancy de los Santos,Nancy de los Santos,,,"Black and white photograph of a movie night put on by ""mujeres palias"" after a police riot",Nancy de los Santos; cpmr; movie; mujeres; police; riot; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_011NDLSR_111114_198a,,Nancy de los Santos,
cb124,Copy of nieu ufw students.png,Copy of nieu ufw students,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of nieu ufw students.png,NEIU students at a UFW protest,Nancy de los Santos,Nancy de los Santos,,1977,"Black and white photo of NEIU Students at a UFW Protest, walking down the street, in Chicago 1977",UFW; protest; march; NEUI; Students; chicago; 1977; cpmr; Nancy de los Santos collection; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111114_152,,Nancy de los Santos,
cb125,Copy of photoalbum.png,Copy of photoalbum,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of photoalbum.png,Photo Album from Vietnam (inside cover),Nancy de los Santos,Nancy de los Santos,,,Photo Album from Vietnam (inside cover),vietnam; photo album; cpmr; Photograph; nancy de los santos collection [File] 1960s [File] nancy de los santos; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111014_031,,Nancy de los Santos,
cb126,Copy of pilson pigeons.png,Copy of pilson pigeons,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of pilson pigeons.png,Man feeding pigeons,Nancy de los Santos,Nancy de los Santos,,1970s,Image of older gentleman in a gated park feeding pigeons with houses and cars in the background. Appears to be in the Pilsen neighborhood of Chicago in the 1970s. Images shows crop marks.,chicago; Pilsen; 1970s; cpmr; Nancy de los Santos collection; Nancy de los Santos; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111114_104,,Nancy de los Santos,
cb127,Copy of policemen.png,Copy of policemen,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of policemen.png,Crowd of male police officers,Nancy de los Santos,Nancy de los Santos,,1970s,Black and white photograph of a crowd of male police officers outside. There is a welcome banner in the background.,Nancy de los Santos collection; Nancy de los Santos; cpmr; 1970s; police; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111114_131,,Nancy de los Santos,
cb128,Copy of priest riding bike.png,Copy of priest riding bike,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of priest riding bike.png,A priest riding a bike down the street,Nancy de los Santos,Nancy de los Santos,,,Black and white photograph of a priest riding a bike down the street probably somewhere in Europe.,Nancy de los Santos collection; Nancy de los Santos; cpmr; 1970s; priest; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,Image,1401_0011NDLSR_111114_124,,Nancy de los Santos,
cb129,Copy of rosie and the originals.png,Copy of rosie and the originals,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of rosie and the originals.png,Rosie and the Originals performing,Nancy de los Santos,Nancy de los Santos,,,Research for the film of Mi Familia/My Family. This is an image of Rosie and the Originals,Rosie and The Originals; Research; Mi Familia; My Family; cpmr; Nancy de los Santos collection; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,image,1401_0011NDLSR_111014_047,,Nancy de los Santos,
cb130,Copy of swimmers.png,Copy of swimmers,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of swimmers.png,Boys swimming in indoor pool,Nancy de los Santos,Nancy de los Santos,,1970s,Boys in indoor swimming pool. Probably taken in Chicago,Nancy de los Santos; Nancy de los Santos collection; chicago; 1970s; cpmr; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,image,1401_0011NDLSR_111014_01401_0011NDLSR_111114_244,,Nancy de los Santos,
cb131,Copy of teatro del barrio.png,Copy of teatro del barrio,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of teatro del barrio.png,Actors presenting at Teatro del barrio presentation,Nancy de los Santos,Nancy de los Santos,,1974,Black and white photograph of people presenting during the Teatro del barrio presentation on the grape and lettuce boycott.,Nancy de los Santos collection; Nancy de los Santos; cpmr; 1970s; chicago; Pilsen; teatro del barrio; grapes; lettuce; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,image,1401_0011NDLSR_111114_301,,Nancy de los Santos,
cb132,Copy of this land is our land.png,Copy of this land is our land,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of this land is our land.png,"This Land is Our Land political graffiti, second angle",Nancy de los Santos,Nancy de los Santos,,,"Black and white photograph of a city wall with white graffiti, different angle than previous photo. Messages reading: ""this land is our land (so get out)"", ""sitzberger go away"", ""land owners settle . move out. we can't wait forever""",Nancy de los Santos collection; Nancy de los Santos; cpmr; Graffiti; land; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,image,1401_011NDLSR_111114_199a,,Nancy de los Santos,
cb133,Copy of ufw flag.png,Copy of ufw flag,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of ufw flag.png,Two young men holding a large UFW flag,Nancy de los Santos,Nancy de los Santos,,1970s,Black and white photograph of two young men holding a large United Farm Workers flag,Nancy de los Santos collection; Nancy de los Santos; cpmr; 1970s; UFW; photo; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,image,1401_0011NDLSR_111114_120,,Nancy de los Santos,
cb134,Copy of welcome.png,Copy of welcome,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of welcome.png,UFW welcome sign on exterior doors,Nancy de los Santos,Nancy de los Santos,,October 1974,"This Rally sought to make connections between the plight of farmworkers and urban dwellers. Speakers included Marcos Munoz, Chicago boycott director, Jose Chacha"" Jimenez who was running for alderman (Pilsen), Slim Coleman of Community Control and Alderman Dick Simpson took place in October, 1974",teatro del barrio; UFW; chicago; boycott; Nancy de los Santos collection; 1970s; cpmr; Farmworkers; 1974; urban renewel; Marcos Munoz; Jose; Pilsen; Slim Coleman; Community Control; Dick Simpson; la historia de Nancy,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,image,1401_0011NDLSR_111014_01401_0011NDLSR_111114_281,,Nancy de los Santos,
cb135,Copy of women clapping.png,Copy of women clapping,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Copy of women clapping.png,Women Clapping,,,,,,chicago; Pilsen; 1970s; UFW; Chicano Rights Movement,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,,,,,
cb329,Corky Gonzalez Speech Photo Front and Back.png,Corky Gonzalez Speech Photo Front and Back,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Corky Gonzalez Speech Photo Front and Back.png,Corky Gonzalez Speech Photo,Unknown,,,April 2000,"A photo of Corky Gonzalez giving a speech. Behind him, Rita Sanchez smiles.",cpmr; rita sanchez archive; rita sanchez; 2000s; 2000; photo; Corky Gonzalez; speech; chicanas; chicanos; chicano park day,,,,Rita Sanchez,"6"" x 4""",,photograph,041RS080613-010.tif,,Unknown,
cb267,Cover of El Popo Femenil.png,Cover of El Popo Femenil,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Cover of El Popo Femenil.png,Cover of El Popo Femenil,Unknown,unknown,,unknown,"Cover of El Popo Femenil, a special edition of the California State-Northridge MEChA newspaper which focused on Chicana experiences",1970s; California State-Northridge; Anna NietoGomez; 35 mm transparency; El Popo Femenil,,,,Anna NietoGomez,"2""x2""",,35 mm transparency,006ANG_111214_023,,Unknown,
cb265,"Covert Artwork of La Gente - UCLA Student Newspaper in support of Anna Nieto Gomez, March 1976.png","Covert Artwork of La Gente - UCLA Student Newspaper in support of Anna Nieto Gomez, March 1976",png,,,png,,image/png,image/png,image/png,"https://cpmrark.reclaim.hosting/images/records/Covert Artwork of La Gente - UCLA Student Newspaper in support of Anna Nieto Gomez, March 1976.png","Covert Artwork of La Gente - UCLA Student Newspaper in support of Anna Nieto Gomez, March 1976",Unknown,unknown,,1976,"Covert art of Volume 6, Number 4 of La Gente de Aztlan, a UCLA student newspaper in support of Anna Nieto Gomez's tenure battle at California State-Northridge. Features artwork in celebration of International Women's Day; in the lower right-hand corner, one woman carries a sign which reads: ""Support Anna Nieto Gomez.""",Anna NietoGomez; Anna Nieto Gomez tenure battle; California State-Northridge; La Gente de Aztlan; UCLA; 1976; 1970s; Barbara Carrasco; 35 mm transparency,,,,Anna NietoGomez,"2""x2""",,35 mm transparency,006ANG_111214_031,,Unknown,
cb335,crystalcityparade.jpg,crystalcityparade,jpg,,,jpg,,image/jpg,image/jpg,image/jpg,https://cpmrark.reclaim.hosting/images/records/crystalcityparade.jpg,Cars Proceeding in the Raza Unida Party Parade - Photo,Unknown,Appears courtesy of Enriqueta Chavez,,1972,"Photo of a Raza Unida Party parade in Crystal City, Texas taken by Enriqueta Chavez. Cars in the parade proceed down the street of a residential area.",1970s; 1972; cars; chavez; archive; cpmr; enriqueta chavez; la raza unida party march,,,,Enriqueta Chavez,"4""x4""",,Color Photo,034EC080113-006.tiff,,Unknown,
cb158,d1d30d32-ea69-479a-8206-2feed13d0d1c.png,d1d30d32-ea69-479a-8206-2feed13d0d1c,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/d1d30d32-ea69-479a-8206-2feed13d0d1c.png,"Matrix Theater Company 10th Anniversary ""We Wouldn't Be Here Without You"" Award 2001",N/A,N/A,,2001,"Angela Reyes received this award for her contributions to the Matrix Theater Company, a community organization in Southwest Detroit that uses Theater to foster community and social justice for the youth.",Angela Reyes; 2001; Matrix Theater Company; Southwest Detroit,,,,Angela Reyes,N/A,,award,215AR_110815006.jpg,,N/A,
cb284,d44eedce-a777-4435-b689-596b8e2aabc9.png,d44eedce-a777-4435-b689-596b8e2aabc9,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/d44eedce-a777-4435-b689-596b8e2aabc9.png,Chicana Conference Rainbow Poster,Unknown,,,1/6/1973,"A minimalistic four-color poster for the SDCC Chicana Conference in January, 1973.",cpmr; Sonia Lopez archive; sonia lopez; poster; 1970s; 1973; SDCC; chicana conference,,,,Sonia Lopez,"6"" x 8""",,Poster,DSC_2767.JPG,,Unknown,
cb146,d5581569-3379-4d29-a582-f5c2bffd70cf.png,d5581569-3379-4d29-a582-f5c2bffd70cf,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/d5581569-3379-4d29-a582-f5c2bffd70cf.png,Letter Regarding the Raza Art and Media Collective Journal from Chicano Fellows Program at Stanford University,Ana Cardona,,,April 1976,Letter Regarding the Raza Art and Media Collective Journal from Chicano Fellows Program at Stanford University and submission and subscription,ramc; 1976; Ana Luisa Cardona; Cardona Archive; chicano fellows program; cpmr; la onda; mdbe; stanford university; university of michigan; raza art and media collective,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",,Paper Letter,214AC_111215_001_as.tif,,Ana Cardona,
cb304,da0c87d9-6341-4f98-82fb-acacbaeb28c6.png,da0c87d9-6341-4f98-82fb-acacbaeb28c6,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/da0c87d9-6341-4f98-82fb-acacbaeb28c6.png,Photo of Emily Martinez and one of her students,Unknown,,,unknown,"Emily and one of her students at a Hispanic Heritage month program in Lansing, Michigan",emily martinez; Martinez archive; cpmr; Anna and Elizabeth; Photograph,,,,Emily Martinez,"3.5""x4.25""",,Photograph,103EM_112513_43.jpg,,Unknown,
cb328,Description of Rita Sanchez Graduation Photo.png,Description of Rita Sanchez Graduation Photo,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Description of Rita Sanchez Graduation Photo.png,Description of Rita Sanchez Graduation Photo,Unknown,,,1974,Handwritten description on the backside of Rita Sanchez Graduation Photo.,cpmr; rita sanchez archive; rita sanchez; 1970s; 1974; graduation; stanford university,,,,Rita Sanchez,"6"" x 4""",,Photo,041RS080613-023.tif,,Unknown,
cb213,dontbuy.png,dontbuy,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/dontbuy.png,"""Don't Buy Grapes,"" Support Farm Workers Button",Unknown,,,2013-12-23,"""Don't Buy Grapes,"" Support Farm Workers Button",Oral history; 1960s; 1970s; button; cpmr; grapes boycott; guadiana archive; maria guadiana; united farm workers,,,,Maria Guadiana,2080x2176,,Image,104MG_120713_002.tiff,,Unknown,
cb221,dontbuy.png,dontbuy,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/dontbuy.png,"""Don't Buy Grapes,"" Support Farm Workers Button",Unknown,,,2013-12-23,"""Don't Buy Grapes,"" Support Farm Workers Button",Oral history; 1960s; 1970s; button; cpmr; grapes boycott; guadiana archive; maria guadiana; united farm workers,,,,,2080x2176,,Image,104MG_120713_002.tiff,,Unknown,
cb062,download (1).png,download (1),png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/download (1).png,"La Ofrenda Mural Dedication, 1989",Neighborhood Pride Program,Yreina Cervantes personal collection,,08/27/1989,"Flyer announcing the La Ofrenda mural dedication hosted by the Neighborhood Pride Program, sponsered by Social And Public Arts Resource Center (S.P.A.R.K) and the city of Los Angeles. It shares that the dedication will be held Sunday, August 27th, 1989 at First & Toluca Streets. Dolores Huerta from the United Farm Workers (U.F.W.U) is announced to be a special guest. Cervántez along with Claudia Escobedo, Sonia Ramos, Erick D. Montenegro, Vladimir Morales are listed to attend the mural dedicatio",cpmr; AC; Yreina Cervantez; Yreina Cervantez Collection; 1989; 1980s; Central American Crisis; Yreina D. Cervántez; La Ofrenda; Dolores Huerta; Rosanna Martinez; Sara Martinez; Mujer; Gloria Enedina Alvarez; Vende Futuro; Neighborhood Pride Program; united farm workers; U.F.W.U; Social And Public Arts Resource Center; S.P.A.R.K; LA Neighborhood Pride Program; Claudia Escobedo; Sonia Ramos; Erick D. Montenegro; Vladimir Morales,,,,Yreina Cervantes,"ex: 8.5"" by 11""",,Flyer,303YC_071116_012.tif,,Neighborhood Pride Program,
cb061,download (2).png,download (2),png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/download (2).png,"Poem, Mujer","Sara Martinez, Rosanna Perez",Yreina Cervantes personal collection,,1989,"Sara Martinez, Rosanna Perez",cpmr; AC; Yreina Cervantez; Yreina Cervantez Collection; 1989; 1980s; Central American Crisis; Yreina D. Cervántez; La Ofrenda; Sara Martinez; Rosanna Perez; Mujer,,,,Yreina Cervantes,"ex: 8.5"" by 11""",,"Poem Mujer by Sara Martinez, also known as Rosanna Perez. Yreina D. Cervántez uses Martinez's poem in her mural La Ofrenda.",303YC_071116_016.tif,,"Sara Martinez, Rosanna Perez",
cb060,download (3).png,download (3),png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/download (3).png,"Immerse Yourself in Chicana Art, UTPA Festiba Event, 2011",Univeristy of Texas-Pan American,Yreina Cervantes personal collection,,03/28/2011 to 04/30/2011,Flyer announcing an exhibit showcasing Yreina D. Cervántez's art to be held at the UTPA library as part of their FESTIBA 2011 event.,cpmr; AC; Yreina Cervantez; Yreina Cervantez Collection; 2011; 2010s; FESTIBA 2011 event; UTPA; UTRGV; University of Texas Pan American; University of Texas Rio Grande; Immerse Yourself in Chicana Art,,,,Yreina Cervantes,"ex: 8.5"" by 11""",,Flyer,303YC_071116_030.tif,,Univeristy of Texas-Pan American,
cb059,download (4).png,download (4),png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/download (4).png,"Artistas Para Artistas Fundraiser, 1986",Artistas para Artistas,Yreina Cervantes personal collection,,06/20/1986,"Flyer for fundraiser held by Artistas para Artistas to assist Chicana artists Gloria Alvarez and Yreina D. Cervántez in their trip to Managua, Nicaragua with a Chicano Delegation organized by UCLA. Flyer details the performances and exhibitions that take place June 20, 1986 at 1547 Estudillo East Los Streetscapers Studio.",cpmr; AC; Yreina Cervantez; Yreina Cervantez Collection; 1986; 1980s; serigraph; Central American Crisis; Gloria Alvarez; Yreina D. Cervántez; Marialice Jacob; Kay Torres; Artistas para Artistas; East Los Streetscapers Studio; Chicano Solidarity with Nicaragua; UCLA Chicano Delegation 1986; Univeristy of California Los Angeles Chicano Delegation 1986,,,,Yreina Cervantes,"ex: 8.5"" by 11""",,Flyer,303YC_071116_007.tif,,Artistas para Artistas,
cb058,download (5).png,download (5),png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/download (5).png,"¡Alerta!, Serigraph, 1987",Yreina Cervantes,Yreina Cervantes personal collection,,1987,"¡Alerta! is a serigraph created in Cervántez's time collaborating with the East Side Artistas (ESA). According to Cervántez, the piece along with the ¡Alerta! exhibition is inspired by an instalation, multi-media piece that she completes for her second-semester, first quarter review in her time at The University of California, Berkely. The serigraph addresses the lives lost in the Central American crisis.",cpmr; AC; Yreina Cervantez; Yreina Cervantez Collection; 1987; 1980s; serigraph; Central American Crisis; East Side Artistas; ESA; ¡Alerta!; Self-Help Graphics; Galeria Otra Vez,,,,Yreina Cervantes,"ex: 8.5"" by 11""",,Photographic Reproduction,303YC_071116_001.tif,,Yreina Cervantes,
cb063,download.png,download,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/download.png,"La Ofrenda, 1989",,Yreina Cervantes personal collection,,1989,"Mural ‎La Ofrenda is a dedication to immigrants, political exiles, and all immigrants. Cervántez attempts to put into context the struggles in Latin America in the 70s with the Chicano/Chicana struggle in the US. Common struggle is the theme. Cervántez depicts the positive and transformative role that women play in creating change by having Dolores Huerta be the central figure of the piece. There are references to indigenous spirituality such as the burning the copal and the sage. Rosanna Martin",cpmr; AC; Yreina Cervantez; Yreina Cervantez Collection; 1989; 1980s; Central American Crisis; Yreina D. Cervántez; La Ofrenda; Dolores Huerta; Rosanna Martinez; Sara Martinez; Mujer; Gloria Enedina Alvarez; Vende Futuro,,,,Yreina Cervantes,"ex: 8.5"" by 11""",,Photograph,303YC_071116_011.tif,,,
cb237,e1333b71-5dc8-49ca-8ab4-5a4c50076e8f.png,e1333b71-5dc8-49ca-8ab4-5a4c50076e8f,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/e1333b71-5dc8-49ca-8ab4-5a4c50076e8f.png,Essays on La Mujer Anthology No.1 Book Cover Art,Unknown,Barbara Carrasco,,1977,Essays on La Mujer Anthology No.1 Book cover art etching done by Barbara Carrasco,Barbara Carrasco; book; Anthology; Art; Essays on La Mujer; 1977; 1970s; UCLA; Carrasco Archive; cpmr; BE; Carrasco art,,,,Barbara Carrasco,Unknown,,Book,042BC_111014_002,,Unknown,
cb303,e85b19ba-35d3-4d45-aff1-15920805087b.png,e85b19ba-35d3-4d45-aff1-15920805087b,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/e85b19ba-35d3-4d45-aff1-15920805087b.png,"Photo of Emily, high school graduation",Emily Martinez,,,1959,Photo of Emily dressed in her high school graduation cap & gown in 1959,emily martinez; Martinez archive; cpmr; Anna and Elizabeth; Photograph; 1950s; 1959,,,,Emily Martinez,Unknown,,Photograph,103EM_041014_115.tif,,Emily Martinez,
