objectid,title,creator,creator_title,date,description,subject,type,format,language,identifier,filename_og,display_template,image_large,image_small,image_thumb,object location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement
cb003,de la Riva family at Pacific Coast Manor,Unknown,,2018,"Post-meal photo of a portion of the de la Riva family celebrating the visit of Lola's first grandchild, Trent Marley Cuahtémoc de la Riva, at an IHOP near Pacific Coast Manor. Trent is the first son of Tim de la Riva, one of the twins. Included here are all the de la Riva women who currently live in Santa Cruz. From left to right: Lily de la Riva, Liz de la Riva, Lola de la Riva, Trent de la Riva, Laura dela Riva, Osa Hidalgo de la Riva.", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Osa Hidalgo de la Riva; Lola de la Riva; Santa Cruz; Trent Marley Cuahtémoc; Pacific Coast Manor; Lily de la Riva; Liz de la Riva; Trent de la Riva; Laura de la Riva; 2018; family dinner,Image;Stillimage,image/png,,500ohr06232022055.png,500_OHR_06232022_055.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr06232022055.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr06232022055.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr06232022055.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr06232022055.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,n/a,digital photograph,500_OHR_06232022_055,,Unknown,
cb002,Print by Celia de la Riva Rubio,Celia de la Riva Rubio,,1970s,A digital photograph of an image on a computer screen of a printed poster by Aunt Sally. Osa visited Aunt Sally in Morelia Michoacan in Mexico where she had this poster framed that Osa then photographed. This image is a photo that Osa took using her cell phone of that original photograph on her computer screen. There is a physical poster in Osa's collection that will be imaged once it is uncovered. The poster was made by Aunt Sally when she took a silkscreen printing class taught by Malaquias, de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Osa Hidalgo de la Riva; mid-1970s; Malaquias Montoya; RCAF; Royal Chicano Air Force; Aunt Sally; political graphics; lithograph; poster; Morelia; Michoacan; Mexico; UC Berkeley; eagle; UFW; Chicano graphics; Celia de la Riva Rubio,Image;Stillimage,image/png,,500ohr06232022056.png,500_OHR_06232022_056.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr06232022056.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr06232022056.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr06232022056.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr06232022056.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,unknown,print, ,,Celia de la Riva Rubio,
cb106,Las Hermanas: Chicana/Latina Religious-Political Activism in the U. S. Catholic Church,Lara Medina,,6/27/2005,n/a,,Image;Stillimage,image/jpg,,"51rqp8cb2ql.sx332bo1,204,203,200.jpg","51RQP8CB2QL._SX332_BO1,204,203,200_.jpg",image,"https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/51rqp8cb2ql.sx332bo1,204,203,200.jpg","https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/51rqp8cb2ql.sx332bo1,204,203,200.jpg","https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/51rqp8cb2ql.sx332bo1,204,203,200.jpg","https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/51rqp8cb2ql.sx332bo1,204,203,200.jpg",,,,,Sister Yolanda Tarango,6x9,Book,n/a,,Lara Medina,
cb226,Brown Beret Display Case Photograph,Material courtesy of Gloria Arellanes Papers at CSU-LA,,"1960s, 1970s, 1969-1971","Display case of Brown Beret items including a beret, a sash, and photographs with descriptions",Gloria Arellanes; Chicano Moratorium; Brown Berets; Brown Beret Women; 1969-1971; 1960s; 1970s; display case,Image;Stillimage,image/png,,536b2404c4ba4f6fa216274d1e5f6ab4.png,536b2404-c4ba-4f6f-a216-274d1e5f6ab4.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/536b2404c4ba4f6fa216274d1e5f6ab4.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/536b2404c4ba4f6fa216274d1e5f6ab4.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/536b2404c4ba4f6fa216274d1e5f6ab4.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/536b2404c4ba4f6fa216274d1e5f6ab4.png,Unknown,,,,Gloria Arellanes,Unknown,Photograph,display_case_beret.tif,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb299,Newspaper Article Written by Elena Herrada,Elena Herrada,,1/2/2002,"Newspaper article written by Elena Herrada for the January 2, 2002 Detroit Metro Times about job loss in the Detroit latino Community, UAW, and Los Repatriados.",elena herrada;  Herrada Archive; Tina and Jasmine; detroit; Los Repatriodos; 2001; 2002; Metro Times; UAW; Mexican Industries; Dos Manos,Image;Stillimage,image/png,,57cef9f77f844e1a8470a6a876b65f6f.png,57cef9f7-7f84-4e1a-8470-a6a876b65f6f.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/57cef9f77f844e1a8470a6a876b65f6f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/57cef9f77f844e1a8470a6a876b65f6f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/57cef9f77f844e1a8470a6a876b65f6f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/57cef9f77f844e1a8470a6a876b65f6f.png,,,,,Elena Herrada,"10""x16""",Newspaper Article,101EH_010113_22_c.tif,,Elena Herrada,
cb228,El Barrio Free Clinic Poster,Material courtesy of Gloria Arellanes Papers at CSU-LA,,"1960s, 1970s",Photograph of El Barrio Free Clinic poster,Gloria Arellanes; Brown Beret; El Barrio Free Clinic; poster; Photograph; Arellanes Archive,Image;Stillimage,image/png,,593f8fa56821441caa9168962e700c88.png,593f8fa5-6821-441c-aa91-68962e700c88.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/593f8fa56821441caa9168962e700c88.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/593f8fa56821441caa9168962e700c88.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/593f8fa56821441caa9168962e700c88.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/593f8fa56821441caa9168962e700c88.png,Unavailable,,,,Gloria Arellanes,Unknown,Photograph,Box5photos_007.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb318,Womens Studies and Social Feminism Poster,Olivia Puentes Reynolds Archive,,1970s,"A poster with the black printed image of a woman raising her fist, with a liberation slogan written beside it.", Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; poster; womens studies; socialist feminism; liberation; salute; punch,Image;Stillimage,image/png,,5953a9134fd8466db9d2468bbcfe8767.png,5953a913-4fd8-466d-b9d2-468bbcfe8767.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/5953a9134fd8466db9d2468bbcfe8767.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/5953a9134fd8466db9d2468bbcfe8767.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/5953a9134fd8466db9d2468bbcfe8767.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/5953a9134fd8466db9d2468bbcfe8767.png,,,,,Olivia Puentes Reynolds,"8.5"" x 11""",Poster,039OPR080513-106.tif,,Olivia Puentes Reynolds Archive,
cb310,"Photo of Emily Martinez, Rosa Linda Martinez, and Antonia Castillo Garcia",Unknown,,1966,"Emily Martinez, her daugther Rosa Linda, and her grandmother Antonia Castillo Garcia in Houston, Texas.",emily martinez; Martinez archive;  Anna and Elizabeth; Photograph; 1960s; 1966; Antonia Castillo Garcia; Houston; texas; Rosa Linda Martinez,Image;Stillimage,image/png,,65f91f7921f04e149ab1931e206ae7a3.png,65f91f79-21f0-4e14-9ab1-931e206ae7a3.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/65f91f7921f04e149ab1931e206ae7a3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/65f91f7921f04e149ab1931e206ae7a3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/65f91f7921f04e149ab1931e206ae7a3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/65f91f7921f04e149ab1931e206ae7a3.png,,,,,Emily Martinez,"3.5""x3.5""",Photograph,103EM_112513_14.jpg,,Unknown,
cb311,Photo of Emily Martinez sitting at a desk,Unknown,,unknown,Emily Martinez sitting at her desk at LISD Tech Center in Adrian Michigan where she has worked for 39.5 years.,emily martinez; Martinez archive;  Anna and Elizabeth; Photograph; Adrian; Michigan; LISD Tech Center,Image;Stillimage,image/png,,6be0ebf583144c9081f371daf2aed37f.png,6be0ebf5-8314-4c90-81f3-71daf2aed37f.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/6be0ebf583144c9081f371daf2aed37f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/6be0ebf583144c9081f371daf2aed37f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/6be0ebf583144c9081f371daf2aed37f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/6be0ebf583144c9081f371daf2aed37f.png,,,,,Emily Martinez,"3.5""x4.25""",Photograph,103EM_112513_38.jpg,,Unknown,
cb200,Yolanda Alaniz- Voices of Color Column,,,11/25/1995,"Yolanda Alaniz is a columnist for the Voices of Color editorial, here she is speaking on her experiences and political ideology",Voices of Color; chicana journalism,Image;Stillimage,image/png,,6dc29729e91b48ae9818e8ca44912621.png,6dc29729-e91b-48ae-9818-e8ca44912621.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/6dc29729e91b48ae9818e8ca44912621.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/6dc29729e91b48ae9818e8ca44912621.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/6dc29729e91b48ae9818e8ca44912621.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/6dc29729e91b48ae9818e8ca44912621.png,,,,,Yolanda Alaniz,1195x821,Image,,,,
cb242,Barbara Carrasco Wedding Photograph,Unknown,,3/16/1993,"Black-and-white wedding portrait of Barbara Carrasco and fellow artist Henry Gamboa, Jr., married on 3/16/93",Barbara Carrasco; Photograph; Henry Gamboa Jr.; 1993; 1990s; Carrasco Archive;  JA,Image;Stillimage,image/png,,73f9f9ace51b41b4b37cc8e7933eb04b.png,73f9f9ac-e51b-41b4-b37c-c8e7933eb04b.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/73f9f9ace51b41b4b37cc8e7933eb04b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/73f9f9ace51b41b4b37cc8e7933eb04b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/73f9f9ace51b41b4b37cc8e7933eb04b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/73f9f9ace51b41b4b37cc8e7933eb04b.png,Chicana por mi Raza,,,,Barbara Carrasco,755 KB,Photograph,042BC_111014_005,,Unknown,
cb243,Barbara Carrasco Wedding Photograph,Unknown,,3/16/1993,"Black-and-white wedding portrait of Barbara Carrasco and fellow artist Henry Gamboa, Jr., married on 3/16/93",Barbara Carrasco; Photograph; Henry Gamboa Jr.; 1993; 1990s; Carrasco Archive;  BE,Image;Stillimage,image/png,,73f9f9ace51b41b4b37cc8e7933eb04b.png,73f9f9ac-e51b-41b4-b37c-c8e7933eb04b.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/73f9f9ace51b41b4b37cc8e7933eb04b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/73f9f9ace51b41b4b37cc8e7933eb04b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/73f9f9ace51b41b4b37cc8e7933eb04b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/73f9f9ace51b41b4b37cc8e7933eb04b.png,Barbara Carrasco,,,,Barbara Carrasco,Unknown,Photograph,042BC_111014_005,,Unknown,
cb141,Justice para Jose Torres - Protest,Nancy de los Santos,,1977,"Image of protestors at the police brutality protest. Sign 1 says: Justice for Jose Torres, Sign 2 reads: terrorism is alive and well in Texas PD. Jose Torres who was killed in Houston, TX in 1977",joe torres; Photograph; police brutality; texas; austin; jose torres;  1970s; 1977; Nancy de los Santos; Nancy de los Santos collection,Image;Stillimage,image/png,,7407e9ef56104ab8b2dff573158cbb1d.png,7407e9ef-5610-4ab8-b2df-f573158cbb1d.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/7407e9ef56104ab8b2dff573158cbb1d.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/7407e9ef56104ab8b2dff573158cbb1d.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/7407e9ef56104ab8b2dff573158cbb1d.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/7407e9ef56104ab8b2dff573158cbb1d.png,,,,,Nancy de los Santos,unknown,black and white photo,1401_0011NDLSR_111014_075,,Nancy de los Santos,
cb288,Chicano Teatro Poster,Unknown,,1970s,A Chicano Teatro poster advertising several performance groups., Sonia Lopez archive; sonia lopez; poster; 1970s; chicano teatro,Image;Stillimage,image/png,,7665cfeda84e4df1ad78d10532bfeb90.png,7665cfed-a84e-4df1-ad78-d10532bfeb90.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/7665cfeda84e4df1ad78d10532bfeb90.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/7665cfeda84e4df1ad78d10532bfeb90.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/7665cfeda84e4df1ad78d10532bfeb90.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/7665cfeda84e4df1ad78d10532bfeb90.png,,,,,Sonia Lopez,"14"" x 12""",Poster,DSC_2775.JPG,,Unknown,
cb161,Angela Reyes with daughter Anita Zavala,N/A,,1970s,Angela Reyes carrying her infant daughter Anita Zavala.,Angela Reyes; Anita Zavala; 1970s,Image;Stillimage,image/png,,8074e2eca8614ee7af1eae74d8ef8c76.png,8074e2ec-a861-4ee7-af1e-ae74d8ef8c76.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/8074e2eca8614ee7af1eae74d8ef8c76.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/8074e2eca8614ee7af1eae74d8ef8c76.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/8074e2eca8614ee7af1eae74d8ef8c76.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/8074e2eca8614ee7af1eae74d8ef8c76.png,N/A,,,,Angela Reyes,N/A,photo,215AR_110815001.jpg,,N/A,
cb227,Free Clinic Photograph,Material courtesy of Gloria Arellanes Papers at CSU-LA,,"1960s, 1970s","Photograph of mobile free clinic ""free chest x-ray""",Gloria Arellanes; Photograph; clinic; Arellanes Archive,Image;Stillimage,image/png,,83a36eb4a57749fbad4395e36e9db13a.png,83a36eb4-a577-49fb-ad43-95e36e9db13a.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/83a36eb4a57749fbad4395e36e9db13a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/83a36eb4a57749fbad4395e36e9db13a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/83a36eb4a57749fbad4395e36e9db13a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/83a36eb4a57749fbad4395e36e9db13a.png,Unavailable,,,,Gloria Arellanes,Unknown,Photograph,Box+5+photos_006.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb287,Regeneracion MECHA Conference Poster,Unknown,,6/1/1971,"A poster entitled Regeneracion, advertising MECHAs statewide conference.", Sonia Lopez archive; sonia lopez; poster; 1970s; 1971; MECHA; statewide conference; regeneracion,Image;Stillimage,image/png,,848e9ad61a1b4581b50015052d1980d5.png,848e9ad6-1a1b-4581-b500-15052d1980d5.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/848e9ad61a1b4581b50015052d1980d5.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/848e9ad61a1b4581b50015052d1980d5.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/848e9ad61a1b4581b50015052d1980d5.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/848e9ad61a1b4581b50015052d1980d5.png,,,,,Sonia Lopez,"14"" x 12""",Poster,DSC_2769.JPG,,Unknown,
cb289,High School Chicana Conference Poster,Unknown,,2/16/1960,"A poster for the second annual high school chicana conference, entitled La Nueva Chicana.", Sonia Lopez archive; sonia lopez; poster; 1970s; high school; conference; chicana conference,Image;Stillimage,image/png,,84c2174bb3a94187a6c55c2e75390c7c.png,84c2174b-b3a9-4187-a6c5-5c2e75390c7c.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/84c2174bb3a94187a6c55c2e75390c7c.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/84c2174bb3a94187a6c55c2e75390c7c.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/84c2174bb3a94187a6c55c2e75390c7c.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/84c2174bb3a94187a6c55c2e75390c7c.png,,,,,Sonia Lopez,"10"" x 14""",Paper Poster,DSC_2776.JPG,,Unknown,
cb229,National Youth Liberation Conference Group Photo,Material courtesy of Gloria Arellanes Papers at CSU-LA,,4/5/1969,Photograph of a group shouting at the National Youth Liberation Conference,Gloria Arellanes; Photograph; 1960s; National Chicano Youth Liberation Conference,Image;Stillimage,image/png,,86ea3448e818486ebff2987f741e522c.png,86ea3448-e818-486e-bff2-987f741e522c.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/86ea3448e818486ebff2987f741e522c.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/86ea3448e818486ebff2987f741e522c.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/86ea3448e818486ebff2987f741e522c.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/86ea3448e818486ebff2987f741e522c.png,Unknown,,,,Gloria Arellanes,Unknown,Photograph,box2_folder3_elgallo_nylc_photo.tif,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb137,"Brown Beret Joanne Salas on Capital steps, Austin Texas",Nancy de los Santos,,1977,"Image of Joanne Salas at the police brutality march. The police brutality march was held to commemorate Jose Torres who was killed in Houston, TX in 1977",joe torres; jose torres;  Nancy de los Santos; Joanne Salas; Nancy de los Santos collection; austin; texas; 1977; 1970s; Brown Berets; police brutality; Photograph,Image;Stillimage,image/png,,86fb9766edc74c959c018e1c797904ec.png,86fb9766-edc7-4c95-9c01-8e1c797904ec.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/86fb9766edc74c959c018e1c797904ec.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/86fb9766edc74c959c018e1c797904ec.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/86fb9766edc74c959c018e1c797904ec.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/86fb9766edc74c959c018e1c797904ec.png,,,,,Nancy de los Santos,unknown,black and white photo,1401_0011NDLSR_111014_082,,Nancy de los Santos,
cb291,Huelga Timeline Easel Pad,Unknown,,1970s,PDF of photos of an easel pad with the timeline of farmworkers strikes., Sonia Lopez archive; sonia lopez; poster; educational materials; easel; 1970s; 1973; huelga; strike; Calexico,Image;Stillimage,image/png,,8d1c463416fc4563bcef5a9292958de1.png,8d1c4634-16fc-4563-bcef-5a9292958de1.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/8d1c463416fc4563bcef5a9292958de1.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/8d1c463416fc4563bcef5a9292958de1.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/8d1c463416fc4563bcef5a9292958de1.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/8d1c463416fc4563bcef5a9292958de1.png,,,,,Sonia Lopez,5 pages,Educational Materials,convertedSL1.pdf,,Unknown,
cb144,Subscription Request from UCLA to Raza Art and Media Collective Journal,,,3/9/1976,Subscription Request from UCLA to Raza Art and Media Collective Journal, mdbe; Ana Luisa Cardona; Cardona Archive; raza art and media collective; raza art and media collective journal; 1976; roberto cabello-a; university of michigan; 1970s,Image;Stillimage,image/png,,8e86d340bfcf45fbb9d150aa4b08a89b.png,8e86d340-bfcf-45fb-b9d1-50aa4b08a89b.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/8e86d340bfcf45fbb9d150aa4b08a89b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/8e86d340bfcf45fbb9d150aa4b08a89b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/8e86d340bfcf45fbb9d150aa4b08a89b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/8e86d340bfcf45fbb9d150aa4b08a89b.png,,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",Letter,214AC_111215_001_aq.tif,,,
cb230,National Chicano Moratorium Poster,Material courtesy of Gloria Arellanes Papers at CSU-LA,,"8/29/1970, 1970s",National Chicano Moratorium Poster,Gloria Arellanes; poster; Chicano Moratorium; 1970; 1970s,Image;Stillimage,image/png,,937f9524fe104f18bf3aefd60efeb5da.png,937f9524-fe10-4f18-bf3a-efd60efeb5da.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/937f9524fe104f18bf3aefd60efeb5da.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/937f9524fe104f18bf3aefd60efeb5da.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/937f9524fe104f18bf3aefd60efeb5da.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/937f9524fe104f18bf3aefd60efeb5da.png,Unknown,,,,Gloria Arellanes,Unknown,poster,chicano_moratorium_poster.tif,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb196,United States Senate congratulations letter,Henry M. Jackson,,June 22nd 1976,A letter from the U.S Senate congratulating Yolanda Alaniz for recieving a grant to attend college,U.S Senate; grant for college,Image;Stillimage,image/png,,93b34d28a94e4bd996f920269b46d31e.png,93b34d28-a94e-4bd9-96f9-20269b46d31e.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/93b34d28a94e4bd996f920269b46d31e.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/93b34d28a94e4bd996f920269b46d31e.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/93b34d28a94e4bd996f920269b46d31e.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/93b34d28a94e4bd996f920269b46d31e.png,,,,,Yolanda Alaniz,814.33 KB,Document,,,Henry M. Jackson,
cb194,Yolanda Alaniz resignation from the Seattle Woman's Council,,,October 18th 1978,"A letter from Shirley Skellenger, then president of the Seattle Women's commission expressing regret on receiving news of Yolanda's resignation due to ill health",Seattle Women's commission,Image;Stillimage,image/png,,956882d080a347d593de61ca71e3aeba.png,956882d0-80a3-47d5-93de-61ca71e3aeba.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/956882d080a347d593de61ca71e3aeba.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/956882d080a347d593de61ca71e3aeba.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/956882d080a347d593de61ca71e3aeba.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/956882d080a347d593de61ca71e3aeba.png,,,,,Yolanda Alaniz,620.08 KB,Document,,,,
cb202,Nothing's changed protest flyer,,,,A document calling the boycott of a women bar to protest their racist policies and actions,gay and lesbian activism; boycott; chicanas,Image;Stillimage,image/png,,9d30fa7448114e1bb3413587df5679e7.png,9d30fa74-4811-4e1b-b341-3587df5679e7.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/9d30fa7448114e1bb3413587df5679e7.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/9d30fa7448114e1bb3413587df5679e7.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/9d30fa7448114e1bb3413587df5679e7.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/9d30fa7448114e1bb3413587df5679e7.png,,,,,Yolanda Alaniz,1664x1933,Image,,,,
cb244,Barbara Carrasco UCLA Graduation Photograph,Unknown,,1978,Color portrait of Barbara Carrasco graduating from UCLA with a B.F.A. in 1978,Barbara Carrasco; Photograph; UCLA; 1978; 1970s; Carrasco Archive;  BE,Image;Stillimage,image/png,,a01ed528d2ee4038bc19da3d2ffbf69f.png,a01ed528-d2ee-4038-bc19-da3d2ffbf69f.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a01ed528d2ee4038bc19da3d2ffbf69f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a01ed528d2ee4038bc19da3d2ffbf69f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a01ed528d2ee4038bc19da3d2ffbf69f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a01ed528d2ee4038bc19da3d2ffbf69f.png,Barbara Carrasco,,,,Barbara Carrasco,Unknown,Photograph,Barbara UCLA Grad,,Unknown,
