objectid,filename_og,title,creator,creator_title,date,date_og,description,subject,type,format,language,identifier,base name,extension,overfow1,overflow2,display_template,base url,image_small,image_thumb,object_location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement,image_alt_text
cb145,f51eb4bf-a734-44b5-ba99-256c98cf8cb3.png,"Invitations to ""El Salón"" in Ann Arbor",,,1970s,"January 24th, 1970's exact year unknown","An invitation to an art conversation at El Salón, alternative cafe in Ann Arbor",1970s; alternative cafe; Ana Luisa Cardona; ann arbor; Art; Cardona Archive;  el salón; invitation; Michigan; raza art and media collective,Image;Stillimage,image/png,,f51eb4bfa73444b5ba99256c98cf8cb3.png,f51eb4bfa73444b5ba99256c98cf8cb3,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/f51eb4bfa73444b5ba99256c98cf8cb3_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/f51eb4bfa73444b5ba99256c98cf8cb3_th.jpg,https://cpmrark.reclaim.hosting/objects/f51eb4bfa73444b5ba99256c98cf8cb3.png,,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",Paper Flyer,214AC_111215_001_k.tif,,,,"An invitation to an art conversation at El Salón, alternative cafe in Ann Arbor"
cb283,ffcdb11c-a0e4-4703-b29f-60f92ff9da8f.png,It Is a Class Struggle Poster,Unknown,,1970s,1970s,"A brightly-colored poster that reads, It Is a Class Struggle.", Sonia Lopez archive; sonia lopez; poster; 1970s; social class; it is a class struggle,Image;Stillimage,image/png,,ffcdb11ca0e44703b29f60f92ff9da8f.png,ffcdb11ca0e44703b29f60f92ff9da8f,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/ffcdb11ca0e44703b29f60f92ff9da8f_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/ffcdb11ca0e44703b29f60f92ff9da8f_th.jpg,https://cpmrark.reclaim.hosting/objects/ffcdb11ca0e44703b29f60f92ff9da8f.png,,,,,Sonia Lopez,"10"" x 14""",Poster,201LCG_112614_190.tif,,Unknown,,"A brightly-colored poster that reads, It Is a Class Struggle."
cb231,fe673e97-7cb9-41e1-b58b-b97a41cb4933.png,Join Las Adelitas de Aztlan Flyer,Material courtesy of Gloria Arellanes Papers at CSU-LA,,1970-2-22,2/22/1970,Join Las Adelitas de Aztlan Flyer- handwritten,Gloria Arellanes; flyer; Las Adelitas de Aztlan,Image;Stillimage,image/png,,fe673e977cb941e1b58bb97a41cb4933.png,fe673e977cb941e1b58bb97a41cb4933,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/fe673e977cb941e1b58bb97a41cb4933_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/fe673e977cb941e1b58bb97a41cb4933_th.jpg,https://cpmrark.reclaim.hosting/objects/fe673e977cb941e1b58bb97a41cb4933.png,Unknown,,,,Gloria Arellanes,Unknown,Flyer,b1_f5_chicanas.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,,Join Las Adelitas de Aztlan Flyer- handwritten
cb138,bfeddc56-576a-4fc3-bebb-7b80337399a3.png,"José Angel Gutiérrez, speaking at protest at State Capital, Austin",Nancy de los Santos,,1977,1977,"Image of Angel Gutierrez speaking at State Capital. Possibly at a protest over police brutality incident. Jose Torres who ws killed in Houston, TX in 1977",joe torres; jose torres; Nancy de los Santos; Nancy de los Santos collection;  1970s; 1977; police brutality; Photograph; jose angel gutierrez; austin; texas; raza unida party tejas; RUP,Image;Stillimage,image/png,,bfeddc56576a4fc3bebb7b80337399a3.png,bfeddc56576a4fc3bebb7b80337399a3,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/bfeddc56576a4fc3bebb7b80337399a3_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/bfeddc56576a4fc3bebb7b80337399a3_th.jpg,https://cpmrark.reclaim.hosting/objects/bfeddc56576a4fc3bebb7b80337399a3.png,,,,,Nancy de los Santos,unknown,black and white photo,1401_0011NDLSR_111014_081,,Nancy de los Santos,,"Image of Angel Gutierrez speaking at State Capital. Possibly at a protest over police brutality incident. Jose Torres who ws killed in Houston, TX in 1977"
cb175,1.png,Juana and Jesse Gonzales Portrait,Unknown,,1972,1972,Juana and Jesse Gonzales portrait taken in 1972.,1970s; 1972;  jesse gonzales; juana Gonzales; juana gonzales collection; Photograph; tdkdsr,Image;Stillimage,image/png,,1.png,1,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/1_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/1_th.jpg,https://cpmrark.reclaim.hosting/objects/1.png,,,,,Juana Gonzales,2829x4000,Photograph,216JG_112115_001.tiff,,Unknown,,Juana and Jesse Gonzales portrait taken in 1972.
cb165,216JG_112115_0021 (578x800).jpg,Juana Gonzales's Buttons: Boycott Buttons,Unknown,,1970s,1970s,"13 buttons from Juana Gonzales's collection. Includes: F.L.O.C. - Hasta La Victoria, I'm Fasting-to protest the use of toxic pesticides on California Table Grapes, No Violencia Es Nuestra Fuerza, Michigan and I Support-1927-1993-Cesar Chavez, Unidos Ganaremos, The Wrath of Grapes, Viva La Huelga, Boycott Non-UFW Grapes, Lucha por Justicia sin Violencia-Cesar Chavez-La Foundacion de Chavez, Viva La Mujer, Boycott Grapes-Huelga, Don't Buy Red Coach Lettuce.",juana Gonzales; juana gonzales collection;  tdkdsr; buttons; Farm Labor Organization Community; Hasta La Victoria; Grape Boycott; united farm workers; No Violencia Es Nuestra Fuerza; The Wrath of Grapes; Unidos Ganaremos; Cesar Chavez; Viva La Huelga; Viva La Mujer; La Fundacion de Chavez; huelga,Image;Stillimage,image/jpg,,216jg1121150021(578x800).jpg,216jg1121150021(578x800),jpg,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/216jg1121150021(578x800)_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/216jg1121150021(578x800)_th.jpg,https://cpmrark.reclaim.hosting/objects/216jg1121150021(578x800).jpg,Juana Gonzales,,,,Juana Gonzales,"2""x2""",Buttons,216JG_112115_0021.jpg,,Unknown,,"13 buttons from Juana Gonzales's collection. Includes: F.L.O.C. - Hasta La Victoria, I'm Fasting-to protest the use of toxic pesticides on California Table Grapes, No Violencia Es Nuestra Fuerza, Michigan and I Support-1927-1993-Cesar Chavez, Unidos Ganaremos, The Wrath of Grapes, Viva La Huelga, Boycott Non-UFW Grapes, Lucha por Justicia sin Violencia-Cesar Chavez-La Foundacion de Chavez, Viva La Mujer, Boycott Grapes-Huelga, Don't Buy Red Coach Lettuce."
cb141,7407e9ef-5610-4ab8-b2df-f573158cbb1d.png,Justice para Jose Torres - Protest,Nancy de los Santos,,1977,1977,"Image of protestors at the police brutality protest. Sign 1 says: Justice for Jose Torres, Sign 2 reads: terrorism is alive and well in Texas PD. Jose Torres who was killed in Houston, TX in 1977",joe torres; Photograph; police brutality; texas; austin; jose torres;  1970s; 1977; Nancy de los Santos; Nancy de los Santos collection,Image;Stillimage,image/png,,7407e9ef56104ab8b2dff573158cbb1d.png,7407e9ef56104ab8b2dff573158cbb1d,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/7407e9ef56104ab8b2dff573158cbb1d_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/7407e9ef56104ab8b2dff573158cbb1d_th.jpg,https://cpmrark.reclaim.hosting/objects/7407e9ef56104ab8b2dff573158cbb1d.png,,,,,Nancy de los Santos,unknown,black and white photo,1401_0011NDLSR_111014_075,,Nancy de los Santos,,"Image of protestors at the police brutality protest. Sign 1 says: Justice for Jose Torres, Sign 2 reads: terrorism is alive and well in Texas PD. Jose Torres who was killed in Houston, TX in 1977"
cb206,Screen Shot 2015-11-02 at 6.59.40 PM.png,"La Causa de los Pobres ""Growing Communications Welfare Gap""",Ruben Salazar,,1969-2-28,2/28/1969,"An edition of La Causa de los Pobres, a newspaper dedicated to all Chicano Welfare Rights Oranizations and created to provide readers information about welfare rights, in which an article by Ruben Salazar called, ""Growing Communications Welfare Gap,"" is featured. Alicia Escalante is featured in the article as the Chairman of the East Los Angeles Welfare Rights Organization.",1960s; 1969; welfare rights; Los Angeles; Alicia Escalante;  La Causa de los Pobres Newspaper; ruben salazar,Image;Stillimage,image/png,,screenshot20151102at6.59.40pm.png,cb206,,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb206_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb206_th.jpg,https://cpmrark.reclaim.hosting/objects/cb206.png,N/A,,,,Alicia Escalante,Unknown,Article,La Causa los Pobres %22%22Growing Communications Welfare Gap%22%22 Newspaper Article.jpg,,Ruben Salazar,,"An edition of La Causa de los Pobres, a newspaper dedicated to all Chicano Welfare Rights Oranizations and created to provide readers information about welfare rights, in which an article by Ruben Salazar called, ""Growing Communications Welfare Gap,"" is featured. Alicia Escalante is featured in the article as the Chairman of the East Los Angeles Welfare Rights Organization."
cb011,500_OHR_06232022_045.png,La Mujer mural dedication,Unknown,,2019,2019,"A photo of a framed photograph Aunt Sally took of the mural dedicated to her in Hayward. Image shows a clenched fist surrounded by the words ""hecho a mano"" at top and ""HAYWARD, CALIFAS"" at bottom. The dedication reads: ""In recognition of 'La Mujer', we dedicate this mural to Celia de la Riva who represents the energy & the love for our raza. We also acknowledge our youth--you are the future & our survival."" The mural was titled La Mujer and was made by Rogelio Cardenas and ""Brocha de Hayward"" an", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Osa Hidalgo de la Riva; Aunt Sally; Hayward; mural; Morelia; Michoacan; Mexico; 2019; Rogelio Cardenas; Brocha de Hayward; La Mujer; 1978; Siguieros; murals; Puerto Rican; Mexican; Cuban; Pan-African; whitewash; Shifra Goldman,Image;Stillimage,image/png,,500ohr06232022045.png,500ohr06232022045,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06232022045_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06232022045_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06232022045.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,unknown,photograph,500_OHR_06232022_045,,Unknown,,"A photo of a framed photograph Aunt Sally took of the mural dedicated to her in Hayward. Image shows a clenched fist surrounded by the words ""hecho a mano"" at top and ""HAYWARD, CALIFAS"" at bottom. The dedication reads: ""In recognition of 'La Mujer', we dedicate this mural to Celia de la Riva who represents the energy & the love for our raza. We also acknowledge our youth--you are the future & our survival."" The mural was titled La Mujer and was made by Rogelio Cardenas and ""Brocha de Hayward"" an"
cb062,download (1).png,"La Ofrenda Mural Dedication, 1989",Neighborhood Pride Program,,1989-8-27,8/27/1989,"Flyer announcing the La Ofrenda mural dedication hosted by the Neighborhood Pride Program, sponsered by Social And Public Arts Resource Center (S.P.A.R.K) and the city of Los Angeles. It shares that the dedication will be held Sunday, August 27th, 1989 at First & Toluca Streets. Dolores Huerta from the United Farm Workers (U.F.W.U) is announced to be a special guest. Cervántez along with Claudia Escobedo, Sonia Ramos, Erick D. Montenegro, Vladimir Morales are listed to attend the mural dedicatio", AC; Yreina Cervantez; Yreina Cervantez Collection; 1989; 1980s; Central American Crisis; Yreina D. Cervántez; La Ofrenda; Dolores Huerta; Rosanna Martinez; Sara Martinez; Mujer; Gloria Enedina Alvarez; Vende Futuro; Neighborhood Pride Program; united farm workers; U.F.W.U; Social And Public Arts Resource Center; S.P.A.R.K; LA Neighborhood Pride Program; Claudia Escobedo; Sonia Ramos; Erick D. Montenegro; Vladimir Morales,Image;Stillimage,image/png,,download(1).png,download(1),png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/download(1)_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/download(1)_th.jpg,https://cpmrark.reclaim.hosting/objects/download(1).png,Yreina Cervantes personal collection,,,,Yreina Cervantes,"ex: 8.5"" by 11""",Flyer,303YC_071116_012.tif,,Neighborhood Pride Program,,"Flyer announcing the La Ofrenda mural dedication hosted by the Neighborhood Pride Program, sponsered by Social And Public Arts Resource Center (S.P.A.R.K) and the city of Los Angeles. It shares that the dedication will be held Sunday, August 27th, 1989 at First & Toluca Streets. Dolores Huerta from the United Farm Workers (U.F.W.U) is announced to be a special guest. Cervántez along with Claudia Escobedo, Sonia Ramos, Erick D. Montenegro, Vladimir Morales are listed to attend the mural dedicatio"
cb063,download.png,"La Ofrenda, 1989",,,1989,1989,"Mural ‎La Ofrenda is a dedication to immigrants, political exiles, and all immigrants. Cervántez attempts to put into context the struggles in Latin America in the 70s with the Chicano/Chicana struggle in the US. Common struggle is the theme. Cervántez depicts the positive and transformative role that women play in creating change by having Dolores Huerta be the central figure of the piece. There are references to indigenous spirituality such as the burning the copal and the sage. Rosanna Martin", AC; Yreina Cervantez; Yreina Cervantez Collection; 1989; 1980s; Central American Crisis; Yreina D. Cervántez; La Ofrenda; Dolores Huerta; Rosanna Martinez; Sara Martinez; Mujer; Gloria Enedina Alvarez; Vende Futuro,Image;Stillimage,image/png,,download.png,download,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/download_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/download_th.jpg,https://cpmrark.reclaim.hosting/objects/download.png,Yreina Cervantes personal collection,,,,Yreina Cervantes,"ex: 8.5"" by 11""",Photograph,303YC_071116_011.tif,,,,"Mural ‎La Ofrenda is a dedication to immigrants, political exiles, and all immigrants. Cervántez attempts to put into context the struggles in Latin America in the 70s with the Chicano/Chicana struggle in the US. Common struggle is the theme. Cervántez depicts the positive and transformative role that women play in creating change by having Dolores Huerta be the central figure of the piece. There are references to indigenous spirituality such as the burning the copal and the sage. Rosanna Martin"
cb218,lapalomia.png,La Palomia Button,Unknown,,2013-12-23,12/23/2013,La Palomia Button,Oral history; 1970s; button;  el teatro campesino; guadiana archive; la palomia; maria guadiana,Image;Stillimage,image/png,,lapalomia.png,lapalomia,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/lapalomia_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/lapalomia_th.jpg,https://cpmrark.reclaim.hosting/objects/lapalomia.png,,,,,Maria Guadiana,2288x2240,Image,104MG_120713_004.tiff,,Unknown,,La Palomia Button
cb203,Screen Shot 2015-11-02 at 7.22.35 PM.png,"La Raza ""Around the World to Expose Hunger in the U.S.A.""",Alicia Escalante,,1969,1969,Alicia Escalante's personal testimony about her round-the-world tour in order to explore hunger both abroad and in the United States.,1969; 1960s; hunger; Alicia Escalante;  world tour; Nutrition Seminar and Study Tour,Image;Stillimage,image/png,,screenshot20151102at7.22.35pm.png,cb203,,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb203_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb203_th.jpg,https://cpmrark.reclaim.hosting/objects/cb203.png,N/A,,,,Alicia Escalante,Unknown,Newspaper Article,1969-Article-La_Raza_Newspaper_'69_World_Tour.jpg,,Alicia Escalante,,Alicia Escalante's personal testimony about her round-the-world tour in order to explore hunger both abroad and in the United States.
cb247,,La Raza Unida Booklet,Unknown,,1970s,1970s,Partial booklet concentrating on the purpose of RUP MI. Leading women are in committee positions.,Cotera Archive;  La Raza Unida; Martha Cotera; booklet,Image;Stillimage,application/pdf,,cb247.pdf,cb247,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb247_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb247_th.jpg,https://cpmrark.reclaim.hosting/objects/cb247.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Booklet,La Raza Unida--MI Chicanas_JJG2.56_.pdf,,Unknown,,Partial booklet concentrating on the purpose of RUP MI. Leading women are in committee positions.
cb046,500_OHR_05152022_010b.png,Lagrimas y Cadenas/Chains and Tears book,Celia de la Riva Rubio,,1994,1994,"Back cover of Lagrimas y Cadenas/Chains and Tears book. Includes brief summary in both English and Spanish, a logo from Colectivo Artistico Morelia A.C., (the likely publishers of the book), and the words ""XX Aniversario 1994"" in the bottom right corner.", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; poetry; Morelia; Mexico; feminist; Colectivo Artistico Morelia A.C.; 1994; 1990s; Celia de la Riva Rubio; Aunt Sally; bilingual; English; Spanish,Image;Stillimage,image/png,,500ohr05152022010b.png,500ohr05152022010b,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr05152022010b_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr05152022010b_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr05152022010b.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"5""x8""",book,500_OHR_05152022_010,,Celia de la Riva Rubio,,"Back cover of Lagrimas y Cadenas/Chains and Tears book. Includes brief summary in both English and Spanish, a logo from Colectivo Artistico Morelia A.C., (the likely publishers of the book), and the words ""XX Aniversario 1994"" in the bottom right corner."
cb047,500_OHR_05152022_010a.png,Lagrimas y Cadenas/Chains and Tears book,Celia de la Riva Rubio,,1994,1994,"Culmination of writings Celia de la Riva Rubio had produced for decades. Published in Morelia, Mexico. Celia was dissappointed with Spanish translation and she created a second version with corrected translations inserted as a separate one-page included in the book. ""Gay Feminist"" is an example of the ways Celia used and developed language, words, and phrases to more accurately represent her identity; and the ways identity terms have shifted over time.", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; poetry; Morelia; Mexico; feminist; Colectivo Artistico Morelia A.C.; 1994; 1990s; Celia de la Riva Rubio; Aunt Sally; bilingual; English; Spanish,Image;Stillimage,image/png,,500ohr05152022010a.png,500ohr05152022010a,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr05152022010a_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr05152022010a_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr05152022010a.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"5""x8""",book,500_OHR_05152022_010,,Celia de la Riva Rubio,,"Culmination of writings Celia de la Riva Rubio had produced for decades. Published in Morelia, Mexico. Celia was dissappointed with Spanish translation and she created a second version with corrected translations inserted as a separate one-page included in the book. ""Gay Feminist"" is an example of the ways Celia used and developed language, words, and phrases to more accurately represent her identity; and the ways identity terms have shifted over time."
cb103,0015_VM092114_0052all.png,Latinas Impacting the Community profile,Deysi Cuevas,,2013-3-29,3/29/2013,n/a,n/a,Image;Stillimage,image/png,,0015vm0921140052all.png,0015vm0921140052all,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/0015vm0921140052all_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/0015vm0921140052all_th.jpg,https://cpmrark.reclaim.hosting/objects/0015vm0921140052all.png,Virginia Martinez,,,,Virginia Martinez,8x12,Newspaper article,0015_VM092114_0052all.tif,,Deysi Cuevas,,n/a
cb246,,Letter Asking for Martha Cotera for Project on Outstanding Mexican American Women,Olga De Leon,,1973,1973,"Olga De Leon writes to Martha notifying her that she shall be represented in UT Austin's project for Outstanding Mexican American Women, requesting data",1970s; 1973; austin;  Martha Cotera; Cotera Archive; Olga de Leon; Project on Outstanding Mexican American Women; Social Science Research Association; texas; University of Texas,Image;Stillimage,application/pdf,,cb246.pdf,cb246,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb246_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb246_th.jpg,https://cpmrark.reclaim.hosting/objects/cb246.pdf,Martha Cotera,,,,Martha Cotera Collection,8.5 x 11,Correspondence,AR-M620N_20091028_143514.pdf,,Olga De Leon,,"Olga De Leon writes to Martha notifying her that she shall be represented in UT Austin's project for Outstanding Mexican American Women, requesting data"
cb096,0015_VM092114_0001.png,Letter from Illinois Representative Kubik,Jack L. Kubik,,1991-2-22,2/22/1991,n/a,n/a,Image;Stillimage,image/png,,0015vm0921140001.png,0015vm0921140001,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/0015vm0921140001_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/0015vm0921140001_th.jpg,https://cpmrark.reclaim.hosting/objects/0015vm0921140001.png,Virginia Martinez,,,,Virginia Martinez,n/a,Correspondence,0015_VM092114_0001.tiff,,Jack L. Kubik,,n/a
cb095,,Letter from Martha Cotera,Martha Cotera,,1974-10-30,10/31/1974,n/a,n/a,Image;Stillimage,application/pdf,,cb095.pdf,cb095,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb095_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb095_th.jpg,https://cpmrark.reclaim.hosting/objects/cb095.pdf,n/a,,,,,8.5x11,Correspondence,n/a,,Martha Cotera,,n/a
cb088,,Letter from Martha Cotera to Susie Renteria offering support for Mujeres Por La Causa,Martha Cotera,,1974-9-23,9/23/1974,"Letter regrets to inform Susie that Martha cannot speak before Mujeres Por La Causa, but offers alternative speakers, support, and materials.",Martha Cotera; Martha Cotera archive; texas; 1974; Waco; 1970s;  Chicana Research and Learning Center; CRLC; Susie Renteria; Evey Chapa; Mujeres por la Causa,Image;Stillimage,application/pdf,,cb088.pdf,cb088,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb088_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb088_th.jpg,https://cpmrark.reclaim.hosting/objects/cb088.pdf,n/a,,,,,8.5x11,Correspondence,AR-M620N_20091028_143437.pdf,,Martha Cotera,,"Letter regrets to inform Susie that Martha cannot speak before Mujeres Por La Causa, but offers alternative speakers, support, and materials."
cb094,,Letter from Ramsey Muniz to Evey Chapa,Ramsey Muñiz,,1974-4-11,4/11/1974,n/a,n/a,Image;Stillimage,application/pdf,,cb094.pdf,cb094,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb094_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb094_th.jpg,https://cpmrark.reclaim.hosting/objects/cb094.pdf,n/a,,,,,8.5x11,Correspondence,n/a,,Ramsey Muñiz,,n/a
cb185,Screen Shot 2015-12-08 at 8.02.06 PM.png,Letter of Recommendation for Ana Luisa Cardona,Raymond V. Padilla,,1977,1977,Letter of Recommendation for Ana Luisa Cardona in support of her candidacy for the work experience internship program sponsored by the national endowment for the arts,Ana Luisa Cardona; Cardona Archive; national endowment for the arts; latino art; nea; raza art and media collective; michigan department of education; work experience internship program; 1977; 1970s,Image;Stillimage,image/png,,screenshot20151208at8.02.06pm.png,cb185,,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb185_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb185_th.jpg,https://cpmrark.reclaim.hosting/objects/cb185.png,Ana Luisa Cardona,,,,Ana Luisa Cardona,"8.5"" by 11""",Letter,214AC_111215_001_am,,Raymond V. Padilla,,Letter of Recommendation for Ana Luisa Cardona in support of her candidacy for the work experience internship program sponsored by the national endowment for the arts
cb146,d5581569-3379-4d29-a582-f5c2bffd70cf.png,Letter Regarding the Raza Art and Media Collective Journal from Chicano Fellows Program at Stanford University,Ana Cardona,,1976-4-1,4/1/1976,Letter Regarding the Raza Art and Media Collective Journal from Chicano Fellows Program at Stanford University and submission and subscription,ramc; 1976; Ana Luisa Cardona; Cardona Archive; chicano fellows program;  la onda; mdbe; stanford university; university of michigan; raza art and media collective,Image;Stillimage,image/png,,d558156933794d29a582f5c2bffd70cf.png,d558156933794d29a582f5c2bffd70cf,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/d558156933794d29a582f5c2bffd70cf_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/d558156933794d29a582f5c2bffd70cf_th.jpg,https://cpmrark.reclaim.hosting/objects/d558156933794d29a582f5c2bffd70cf.png,,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",Paper Letter,214AC_111215_001_as.tif,,Ana Cardona,,Letter Regarding the Raza Art and Media Collective Journal from Chicano Fellows Program at Stanford University and submission and subscription
cb090,,Letter Requesting Donation from Evey Chapa,Carlos Guerra,,1974-9-23,9/23/1974,Letter from Carlos Guerra to Evey Chapa asking for donations to fund Ramsey Muniz and his candidacy.,Carlos Guerra; Cotera Archive; Ramsey Muniz; Evey Chapa; 1970s; 1974; Martha Cotera; Letter; fundraiser; donation; ,Image;Stillimage,application/pdf,,cb090.pdf,cb090,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb090_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb090_th.jpg,https://cpmrark.reclaim.hosting/objects/cb090.pdf,n/a,,,,,8.5x11,Correspondence,Correspondence_Evey Chapa_Carlos Guerra_1.pdf,,Carlos Guerra,,Letter from Carlos Guerra to Evey Chapa asking for donations to fund Ramsey Muniz and his candidacy.
cb177,Screen Shot 2015-12-08 at 8.23.57 PM.png,"Letter thanking Ana Cardona for participation in ""Semana Puertorriquena"" at Michigan State University",Gumecindo Salas,,1980,1980,"Letter thanking Ana Cardona for participation in ""Semana Puertorriquena"" at Michigan State University from the planning committee",Ana Luisa Cardona; Cardona Archive; semana puertorriquena; michigan state university; minority programs; puerto rico; 1980; 1980s,Image;Stillimage,image/png,,screenshot20151208at8.23.57pm.png,cb177,,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb177_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb177_th.jpg,https://cpmrark.reclaim.hosting/objects/cb177.png,Ana Luisa Cardona,,,,Ana Luisa Cardona,"8.5"" by 11""",Letter,214AC_111215_001_bi,,Gumecindo Salas,,"Letter thanking Ana Cardona for participation in ""Semana Puertorriquena"" at Michigan State University from the planning committee"
cb176,Screen Shot 2015-12-08 at 8.26.44 PM.png,Letter Thanking Ana Cardona for participation in conference on Michigan Education and the Latino,John W. Porter,,1975,1975,Letter Thanking Ana Cardona for participation in conference on Michigan Education and the Latino,Ana Luisa Cardona; Cardona Archive; 1975; doe; michigan education and the latino; michigan education and the latino conference; educational opportunity; michigan department of education; 1970s; department of education; michigan doe,Image;Stillimage,image/png,,screenshot20151208at8.26.44pm.png,cb176,,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb176_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb176_th.jpg,https://cpmrark.reclaim.hosting/objects/cb176.png,Ana Luisa Cardona,,,,Ana Luisa Cardona,"8.5"" by 11""",Letter,214AC_111215_001_bc,,John W. Porter,,Letter Thanking Ana Cardona for participation in conference on Michigan Education and the Latino
